Symbol,Market Cap,industry,sector,fullTimeEmployees,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,earningsQuarterlyGrowth,trailingEps,forwardEps,52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,shortName,longName,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins
RELIANCE.NS,,Oil & Gas Refining & Marketing,Energy,347362,9,10,7,1,9,86400,2,1267.6,1267.6,1243.9,1272.9,1267.6,1267.6,1243.9,1272.9,5.0,0.0039,1724025600,0.0996,0.44,0.635,25.114542,19.74228,13617343,13617343,15729313,13621720,13621720,17060973248512,1180.1,1608.8,1.8445532,1390.4926,1457.2612,10.0,0.007888924,19836356788224,0.07343,6178648529,13532399616,0.49667,0.27714002,13532399616,605.573,2.0819125,-0.048,50.2,71.85,0.06570268,5.0,1724025600,NSI,EQUITY,RELIANCE.NS,RELIANCE INDUSTRIES LTD,Reliance Industries Limited,1260.75,1950.0,1300.0,1616.4445,1640.0,1.94595,buy,36,2147900063744,158.729,1562509967360,3575249895424,0.553,1.081,9249379844096,37.464,683.526,0.03875,0.08479,-416127483904,1797530058752,-0.048,-0.002,0.34339002,0.16893,0.11306
TCS.NS,,Information Technology Services,Technology,612724,1,6,1,8,3,86400,2,4145.9,4213.0,3990.2,4213.0,4145.9,4213.0,3990.2,4213.0,40.0,0.0095999995,1729209600,0.42810002,1.28,0.518,30.680866,25.957232,3313813,3313813,2168462,1847445,1847445,14542912356352,3433.0,4592.25,5.84776,4217.938,4089.7332,57.0,0.013748523,14164622835712,0.19076,1002644413,3618089984,0.71783996,0.16247,3659099904,280.521,14.328695,0.05,131.01,154.68,0.18110085,10.0,1729209600,NSI,EQUITY,TCS.NS,TATA CONSULTANCY SERV LT,Tata Consultancy Services Limited,4019.5,5710.0,3050.0,4494.2666,4500.0,2.27273,buy,45,477630005248,132.012,651870011392,90469998592,2.362,2.618,2486920019968,8.836,685.788,0.24511999,0.46772,306369986560,443359985664,0.062,0.077,0.39264,0.26212,0.24067
HDFCBANK.NS,,Banks - Regional,Financial Services,206758,,,,,,86400,2,1692.75,1700.0,1695.0,1718.9,1692.75,1700.0,1695.0,1718.9,19.5,0.0115,1715299200,0.2152,0.67,0.833,19.297194,15.333633,13540368,13540368,18637239,12975171,12975171,13031942651904,1363.55,1794.0,4.719904,1707.132,1584.9735,,,17140329480192,0.25056,7578068585,7642919936,0.01672,0.51547,7642919936,632.437,2.6960788,0.398,88.36,96.36,0.11515534,19.5,1715299200,NSI,EQUITY,HDFCBANK.NS,HDFC BANK LTD,HDFC Bank Limited,1705.1,2550.0,1545.0,1932.9775,1950.0,1.475,strong_buy,40,2663853850624,349.683,,6660388552704,,,2761061040128,,363.255,0.01712,0.1153,,-1467762343936,0.39,0.63,,,0.32936
BHARTIARTL.NS,,Telecom Services,Communication Services,24893,6,6,6,5,6,86400,2,1550.5,1568.95,1529.45,1568.95,1550.5,1568.95,1529.45,1568.95,8.0,0.0052,1722988800,0.3868,0.8,0.291,74.539276,32.162033,4816058,4816058,6003842,4683594,4683594,9187940630528,960.0,1779.0,5.909468,1653.401,1419.8127,8.0,0.005159626,11255677976576,0.0789,2563438641,5690549760,0.55315,0.31160998,5977840128,150.527,10.2107935,1.68,20.62,,0.5970541,8.0,1722988800,NSI,EQUITY,BHARTIARTL.NS,BHARTI AIRTEL LIMITED,Bharti Airtel Limited,1537.0,2070.0,1120.0,1774.8889,1836.0,1.63889,buy,36,125100998656,21.621,722990989312,2255408070656,0.118,0.359,1554783010816,204.474,270.184,0.0544,0.12929,39372623872,856934973440,1.597,0.12,0.63526,0.46501,0.26152
ICICIBANK.NS,,Banks - Regional,Financial Services,187765,2,1,7,1,1,86400,2,1256.95,1260.0,1249.4,1262.6,1256.95,1260.0,1249.4,1262.6,10.0,0.008,1723420800,0.1512,0.99,0.829,18.957197,17.047121,6195478,6195478,13843206,10853155,10853155,8842362486784,914.75,1362.35,5.39659,1269.317,1170.5713,,,9542997901312,0.28909,7019272418,7054419968,0.02224,0.54234004,7054419968,397.441,3.1538012,0.188,66.12,37.94,0.3572508,10.0,1723420800,NSI,EQUITY,ICICIBANK.NS,ICICI BANK LTD.,ICICI Bank Limited,1253.45,1650.0,1170.0,1464.7,1465.0,1.325,strong_buy,40,1643846303744,233.261,,2197605449728,,,1638509182976,,233.246,0.02158,0.18731001,,-23252623360,0.182,0.274,,,0.37491
INFY.NS,,Information Technology Services,Technology,317788,7,5,4,1,3,86400,2,1864.55,1849.2,1795.0,1849.2,1864.55,1849.2,1795.0,1849.2,41.0,0.022,1730160000,0.5924,2.14,0.626,27.838482,25.104513,4838962,4838962,5740506,4743859,4743859,7503044149248,1358.35,1991.45,398.3353,1884.834,1678.3705,0.49,0.00026279798,7500474089472,0.17159,3509357129,4142010112,0.15773,0.5032,4160730112,2.605,695.37427,0.035,65.07,72.32,0.29572618,21.0,1730160000,NSI,EQUITY,INFY.NS,INFOSYS LIMITED,Infosys Limited,1811.45,2330.0,1530.0,2028.814,2110.0,2.09302,buy,43,3488000000,0.842,4337999872,1051000000,1.891,2.193,18836000768,9.697,4.55,0.15253,0.31404,2286749952,3671000064,0.042,0.037,0.29518,0.23030001,0.21945
SBIN.NS,,Banks - Regional,Financial Services,232296,6,8,1,4,5,86400,2,804.25,811.0,799.25,816.7,804.25,811.0,799.25,816.7,13.7,0.017,1716336000,0.1709,1.39,0.76,10.155899,9.776869,9319109,9319109,14358017,14600550,14600550,7267317972992,555.15,912.0,2.162714,803.421,805.19977,13.7,0.017034505,9961836904448,0.21295,3749854196,8924619776,0.58239,0.25368,8924619776,518.846,1.5694444,0.229,80.18,82.67,0.43232417,13.7,1716336000,NSI,EQUITY,SBIN.NS,STATE BANK OF INDIA,State Bank of India,814.3,1102.0,690.0,956.725,982.5,1.85366,buy,40,3549721001984,397.745,,6066625052672,,,3360276873216,,376.517,0.01121,0.16746001,,-4326515802112,0.229,0.05,,,0.32476002
ITC.NS,,Tobacco,Consumer Defensive,37312,3,6,8,5,7,86400,2,465.95,466.0,462.0,467.8,465.95,466.0,462.0,467.8,15.0,0.0322,1717459200,0.83739996,4.03,0.241,28.44817,24.563316,8132197,8132197,11146621,7683869,7683869,5836400230400,399.35,528.5,7.767857,497.448,457.09375,7.5,0.016096147,5655460577280,0.27337998,9137953176,12509700096,0.28083,0.46407002,12677499904,60.148,7.7567,0.019,16.4,18.95,0.06808019,7.5,1717459200,NSI,EQUITY,ITC.NS,ITC LTD,ITC Limited,466.55,595.0,420.0,541.7059,540.0,1.55882,buy,34,190998691840,15.263,264712994816,3043399936,1.667,3.052,751352676352,0.402,60.164,0.17,0.28645,96529309696,161626603520,0.018,0.167,0.58748,0.35232,0.301
HINDUNILVR.NS,,Household & Personal Products,Consumer Defensive,19427,4,4,4,8,3,86400,2,2389.2,2401.15,2375.75,2425.0,2389.2,2401.15,2375.75,2425.0,43.0,0.018,1730851200,0.96089995,1.43,0.147,55.418568,47.5392,1374151,1374151,1721319,1266553,1266553,5692821340160,2172.05,3035.0,9.12165,2746.043,2536.9602,43.0,0.017997656,5581128597504,0.16452,873352575,2349590016,0.6215,0.18231001,2423889920,216.156,11.209033,-0.024,43.72,,-0.046322703,19.0,1730851200,NSI,EQUITY,HINDUNILVR.NS,HINDUSTAN UNILEVER LTD.,Hindustan Unilever Limited,2422.9,3400.0,2110.0,2878.282,2900.0,2.20513,buy,39,128999997440,54.916,142339997696,16510000128,1.157,1.644,624099983360,3.238,265.67,0.10564999,0.20233999,74808745984,117009997824,-0.024,0.019,0.51583,0.22806999,0.21694
LICI.NS,,Insurance - Life,Financial Services,98661,,,,,,86400,2,908.65,908.65,900.0,916.95,908.65,908.65,900.0,916.95,13.0,0.0143,1721347200,0.1523,,0.522,13.725267,12.689099,666893,666893,1174758,1020648,1020648,5703568719872,607.7,1222.0,0.65743077,966.576,1005.70074,,,5310828249088,0.05431,221374920,6325000192,0.965,0.0108,6490890240,130.825,6.892796,0.6,65.7,60.52,0.48739564,6.0,1721347200,NSI,EQUITY,LICI.NS,LIFE INSURA CORP OF INDIA,Life Insurance Corporation of India,901.75,1385.0,870.0,1162.3889,1196.5,1.83333,buy,18,437919514624,69.236,515563913216,11200000,,,8675542958080,0.001,1254.09,,,,,0.095,0.101,0.10604999,0.05943,0.06021
