Symbol,Market Cap,industry,sector,fullTimeEmployees,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,earningsQuarterlyGrowth,trailingEps,forwardEps,52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,shortName,longName,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins
RELIANCE.NS,,Oil & Gas Refining & Marketing,Energy,347362,9,10,7,1,9,86400,2,1241.65,1241.65,1217.25,1243.95,1241.65,1241.65,1217.25,1243.95,5.0,0.004,1724025600,0.0996,0.44,0.635,24.381977,19.179028,19428850,19428850,16061742,14253314,14253314,16550124847104,1184.95,1608.8,1.7893226,1368.7834,1451.7845,10.0,0.008053799,19325528309760,0.07343,6178648529,13532399616,0.49667,0.27806,13532399616,605.573,2.0195749,-0.048,50.16,71.85,0.021763682,5.0,1724025600,NSI,EQUITY,RELIANCE.NS,RELIANCE INDUSTRIES LTD,Reliance Industries Limited,1223.0,1950.0,1300.0,1609.0972,1628.75,1.94595,buy,36,2147900063744,158.729,1562509967360,3575249895424,0.553,1.081,9249379844096,37.464,683.526,0.03875,0.08479,-416127483904,1797530058752,-0.048,-0.002,0.34339002,0.16893,0.11306
TCS.NS,,Information Technology Services,Technology,612724,1,6,1,8,3,86400,2,4039.55,4044.9,4024.0,4092.45,4039.55,4044.9,4024.0,4092.45,40.0,0.0099,1729209600,0.42810002,1.28,0.518,31.118963,26.301758,2384254,2384254,2193226,1880116,1880116,14735938420736,3433.0,4592.25,5.925377,4176.061,4088.311,57.0,0.014110482,14357647851520,0.19076,1002644413,3618089984,0.71783996,0.16343,3618089984,280.521,14.518878,0.05,130.88,154.68,0.17811167,10.0,1729209600,NSI,EQUITY,TCS.NS,TATA CONSULTANCY SERV LT,Tata Consultancy Services Limited,4072.85,5710.0,3050.0,4494.2666,4500.0,2.27273,buy,45,477630005248,132.012,651870011392,90469998592,2.362,2.618,2486920019968,8.836,685.788,0.24511999,0.46772,306369986560,443359985664,0.062,0.077,0.39264,0.26212,0.24067
HDFCBANK.NS,,Banks - Regional,Financial Services,206758,,,,,,86400,2,1742.25,1749.4,1734.2,1759.0,1742.25,1749.4,1734.2,1759.0,19.5,0.0112,1715299200,0.2152,0.67,0.833,19.71244,15.658274,17856827,17856827,18747834,15782404,15782404,13307851309056,1363.55,1794.0,4.8198323,1714.717,1593.079,,,17415336361984,0.25056,7578068585,7642919936,0.01672,0.51732,7642919936,632.437,2.7531595,0.398,88.33,96.36,0.13647938,19.5,1715299200,NSI,EQUITY,HDFCBANK.NS,HDFC BANK LTD,HDFC Bank Limited,1741.2,2550.0,1545.0,1935.1025,1950.0,1.475,strong_buy,40,2663853850624,349.683,,6660388552704,,,2761061040128,,363.255,0.01712,0.1153,,-1467762343936,0.39,0.63,,,0.32936
BHARTIARTL.NS,,Telecom Services,Communication Services,24893,6,6,6,5,6,86400,2,1525.5,1538.0,1511.0,1542.05,1525.5,1538.0,1511.0,1542.05,8.0,0.0052,1722988800,0.3868,0.8,0.291,73.501205,31.951958,7356221,7356221,5929766,5075933,5075933,9114632585216,960.0,1779.0,5.862318,1648.988,1430.1655,8.0,0.0052441824,11187111591936,0.0789,2563438641,5690549760,0.55315,0.31395,5976220160,150.527,10.13207,1.68,20.75,,0.5672301,8.0,1722988800,NSI,EQUITY,BHARTIARTL.NS,BHARTI AIRTEL LIMITED,Bharti Airtel Limited,1525.15,2070.0,1120.0,1776.5278,1836.0,1.63889,buy,36,125100998656,21.621,722990989312,2255408070656,0.118,0.359,1554783010816,204.474,270.184,0.0544,0.12929,39372623872,856934973440,1.597,0.12,0.63526,0.46501,0.26152
ICICIBANK.NS,,Banks - Regional,Financial Services,187765,2,1,7,1,1,86400,2,1249.1,1248.55,1232.55,1256.9,1249.1,1248.55,1232.55,1256.9,10.0,0.008,1723420800,0.1512,0.99,0.829,18.924788,17.007683,9593214,9593214,13699680,10270474,10270474,8822630383616,920.2,1362.35,5.384547,1271.121,1176.4745,,,9522561155072,0.28909,7019272418,7055000064,0.02224,0.54561,7055000064,397.441,3.1465049,0.188,66.08,37.94,0.34554553,10.0,1723420800,NSI,EQUITY,ICICIBANK.NS,ICICI BANK LTD.,ICICI Bank Limited,1250.55,1650.0,1170.0,1465.45,1465.0,1.325,strong_buy,40,1643846303744,233.261,,2197605449728,,,1638509182976,,233.246,0.02158,0.18731001,,-23252623360,0.182,0.274,,,0.37491
INFY.NS,,Information Technology Services,Technology,317788,7,5,4,1,3,86400,2,1824.75,1842.0,1820.6,1867.0,1824.75,1842.0,1820.6,1867.0,41.0,0.0225,1730160000,0.5924,2.14,0.626,28.23353,25.415264,5436293,5436293,5818055,4567760,4567760,7596653674496,1358.35,1991.45,403.30502,1876.637,1682.124,0.49,0.00026852996,7594080993280,0.17159,3509357129,4142010112,0.15788999,0.50379,4142010112,2.605,704.0499,0.035,64.96,72.32,0.2759496,21.0,1730160000,NSI,EQUITY,INFY.NS,INFOSYS LIMITED,Infosys Limited,1834.05,2330.0,1530.0,2029.0,2110.0,2.09302,buy,43,3488000000,0.842,4337999872,1051000000,1.891,2.193,18836000768,9.697,4.55,0.15253,0.31404,2286749952,3671000064,0.042,0.037,0.29518,0.23030001,0.21945
SBIN.NS,,Banks - Regional,Financial Services,232296,6,8,1,4,5,86400,2,803.0,798.5,761.55,798.5,803.0,798.5,761.55,798.5,13.7,0.0171,1716336000,0.1709,1.39,0.76,9.73261,9.374378,29481857,29481857,14675733,15726927,15726927,6967897096192,559.25,912.0,2.073608,805.412,806.8205,13.7,0.017061021,9662416027648,0.21295,3749854196,8924619776,0.58239,0.27128,8924619776,518.846,1.5047817,0.229,80.22,82.67,0.39332557,13.7,1716336000,NSI,EQUITY,SBIN.NS,STATE BANK OF INDIA,State Bank of India,780.75,1102.0,690.0,958.0244,990.0,1.85366,buy,41,3549721001984,397.745,,6066625052672,,,3360276873216,,376.517,0.01121,0.16746001,,-4326515802112,0.229,0.05,,,0.32476002
ITC.NS,,Tobacco,Consumer Defensive,37312,3,6,8,5,7,86400,2,467.35,461.0,455.4,464.05,467.35,461.0,455.4,464.05,15.0,0.0321,1717459200,0.83739996,4.03,0.241,27.875,24.068417,19558649,19558649,11325334,9241718,9241718,5719312039936,399.35,528.5,7.6120205,492.717,458.54724,7.5,0.01604793,5537833943040,0.27337998,9137953176,12510799872,0.28083,0.46491,12677499904,60.148,7.600419,0.019,16.4,18.95,0.044198275,7.5,1717459200,NSI,EQUITY,ITC.NS,ITC LTD,ITC Limited,457.15,595.0,420.0,541.2,540.0,1.6,buy,35,190998691840,15.263,264712994816,3043399936,1.667,3.052,751352676352,0.402,60.164,0.17,0.28645,96529309696,161626603520,0.018,0.167,0.58748,0.35232,0.301
HINDUNILVR.NS,,Household & Personal Products,Consumer Defensive,19427,4,4,4,8,3,86400,2,2410.35,2424.75,2376.1,2424.75,2410.35,2424.75,2376.1,2424.75,43.0,0.0178,1730851200,0.96089995,1.43,0.147,54.613796,46.75241,1291526,1291526,1716978,1500687,1500687,5599651692544,2172.05,3035.0,8.972363,2695.957,2537.5698,43.0,0.017839732,5486931869696,0.16452,873352575,2349590016,0.62259,0.18651,2350030080,216.156,11.0235195,-0.024,43.63,,-0.05263996,19.0,1730851200,NSI,EQUITY,HINDUNILVR.NS,HINDUSTAN UNILEVER LTD.,Hindustan Unilever Limited,2382.8,3400.0,2110.0,2878.282,2900.0,2.20513,buy,39,128999997440,54.916,142339997696,16510000128,1.157,1.644,624099983360,3.238,265.67,0.10564999,0.20233999,74808745984,117009997824,-0.024,0.019,0.51583,0.22806999,0.21694
LICI.NS,,Insurance - Life,Financial Services,98661,,,,,,86400,2,896.65,894.0,872.0,898.95,896.65,894.0,872.0,898.95,13.0,0.0143,1721347200,0.1523,,0.522,13.438215,12.410481,1647672,1647672,1167461,1231822,1231822,5579577753600,620.55,1222.0,0.64313877,953.376,1002.12726,,,5310828249088,0.05431,221374920,6325000192,0.965,0.0108,6326410240,130.825,6.741449,0.6,65.63,60.52,0.30148304,6.0,1721347200,NSI,EQUITY,LICI.NS,LIFE INSURA CORP OF INDIA,Life Insurance Corporation of India,881.95,1385.0,870.0,1162.3889,1196.5,1.83333,buy,18,437919514624,69.236,515563913216,11200000,,,8675542958080,0.001,1254.09,,,,,0.095,0.101,0.10604999,0.05943,0.06021
